game_name,timestamp,hourly_channels,hourly_viewership,views_per_channel
Red Dead Redemption 2,2024-04-20 17:00:00+00:00,14,292,20.857
Red Dead Redemption 2,2024-04-20 18:00:00+00:00,28,1064,38.0
Red Dead Redemption 2,2024-04-20 19:00:00+00:00,8,220,27.5
Retro,2024-04-18 21:00:00+00:00,1,18,18.0
Retro,2024-04-18 22:00:00+00:00,0,0,
Retro,2024-04-18 23:00:00+00:00,1,199,199.0
Retro,2024-04-19 00:00:00+00:00,0,0,
Retro,2024-04-19 01:00:00+00:00,0,0,
Retro,2024-04-19 02:00:00+00:00,0,0,
Retro,2024-04-19 03:00:00+00:00,0,0,
Retro,2024-04-19 04:00:00+00:00,0,0,
Retro,2024-04-19 05:00:00+00:00,0,0,
Retro,2024-04-19 06:00:00+00:00,0,0,
Retro,2024-04-19 07:00:00+00:00,2,549,274.5
Retro,2024-04-19 08:00:00+00:00,0,0,
Retro,2024-04-19 09:00:00+00:00,1,31,31.0
Retro,2024-04-19 10:00:00+00:00,1,16,16.0
Retro,2024-04-19 11:00:00+00:00,0,0,
Retro,2024-04-19 12:00:00+00:00,1,46,46.0
Retro,2024-04-19 13:00:00+00:00,0,0,
Retro,2024-04-19 14:00:00+00:00,1,36,36.0
Retro,2024-04-19 15:00:00+00:00,0,0,
Retro,2024-04-19 16:00:00+00:00,0,0,
Retro,2024-04-19 17:00:00+00:00,0,0,
Retro,2024-04-19 18:00:00+00:00,1,351,351.0
Retro,2024-04-19 19:00:00+00:00,0,0,
Retro,2024-04-19 20:00:00+00:00,1,60,60.0
Retro,2024-04-19 21:00:00+00:00,0,0,
Retro,2024-04-19 22:00:00+00:00,0,0,
Retro,2024-04-19 23:00:00+00:00,0,0,
Retro,2024-04-20 00:00:00+00:00,2,154,77.0
Retro,2024-04-20 01:00:00+00:00,0,0,
Retro,2024-04-20 02:00:00+00:00,1,19,19.0
Retro,2024-04-20 03:00:00+00:00,3,207,69.0
Retro,2024-04-20 04:00:00+00:00,0,0,
Retro,2024-04-20 05:00:00+00:00,0,0,
Retro,2024-04-20 06:00:00+00:00,0,0,
Retro,2024-04-20 07:00:00+00:00,0,0,
Retro,2024-04-20 08:00:00+00:00,1,66,66.0
Retro,2024-04-20 09:00:00+00:00,0,0,
Retro,2024-04-20 10:00:00+00:00,0,0,
Retro,2024-04-20 11:00:00+00:00,3,222,74.0
Retro,2024-04-20 12:00:00+00:00,7,645,92.143
Retro,2024-04-20 13:00:00+00:00,0,0,
Retro,2024-04-20 14:00:00+00:00,6,382,63.667
Retro,2024-04-20 15:00:00+00:00,8,459,57.375
Retro,2024-04-20 16:00:00+00:00,11,531,48.273
Retro,2024-04-20 17:00:00+00:00,21,1540,73.333
Retro,2024-04-20 18:00:00+00:00,16,759,47.438
Retro,2024-04-20 19:00:00+00:00,10,347,34.7
RimWorld,2024-04-20 02:00:00+00:00,1,71,71.0
RimWorld,2024-04-20 03:00:00+00:00,0,0,
RimWorld,2024-04-20 04:00:00+00:00,0,0,
RimWorld,2024-04-20 05:00:00+00:00,0,0,
RimWorld,2024-04-20 06:00:00+00:00,0,0,
RimWorld,2024-04-20 07:00:00+00:00,1,108,108.0
RimWorld,2024-04-20 08:00:00+00:00,1,107,107.0
RimWorld,2024-04-20 09:00:00+00:00,0,0,
RimWorld,2024-04-20 10:00:00+00:00,3,120,40.0
RimWorld,2024-04-20 11:00:00+00:00,3,304,101.333
RimWorld,2024-04-20 12:00:00+00:00,5,721,144.2
RimWorld,2024-04-20 13:00:00+00:00,5,148,29.6
RimWorld,2024-04-20 14:00:00+00:00,9,1943,215.889
RimWorld,2024-04-20 15:00:00+00:00,11,1304,118.545
RimWorld,2024-04-20 16:00:00+00:00,16,1362,85.125
RimWorld,2024-04-20 17:00:00+00:00,18,676,37.556
RimWorld,2024-04-20 18:00:00+00:00,13,212,16.308
RimWorld,2024-04-20 19:00:00+00:00,12,201,16.75
Rise Online,2024-04-19 17:00:00+00:00,3,205,68.333
Rise Online,2024-04-19 18:00:00+00:00,1,815,815.0
Rise Online,2024-04-19 19:00:00+00:00,2,136,68.0
Rise Online,2024-04-19 20:00:00+00:00,0,0,
Rise Online,2024-04-19 21:00:00+00:00,2,83,41.5
Rise Online,2024-04-19 22:00:00+00:00,0,0,
Rise Online,2024-04-19 23:00:00+00:00,2,142,71.0
Rise Online,2024-04-20 00:00:00+00:00,0,0,
Rise Online,2024-04-20 01:00:00+00:00,1,2,2.0
Rise Online,2024-04-20 02:00:00+00:00,0,0,
Rise Online,2024-04-20 03:00:00+00:00,0,0,
Rise Online,2024-04-20 04:00:00+00:00,1,128,128.0
Rise Online,2024-04-20 05:00:00+00:00,0,0,
Rise Online,2024-04-20 06:00:00+00:00,2,392,196.0
Rise Online,2024-04-20 07:00:00+00:00,1,86,86.0
Rise Online,2024-04-20 08:00:00+00:00,1,230,230.0
Rise Online,2024-04-20 09:00:00+00:00,1,102,102.0
Rise Online,2024-04-20 10:00:00+00:00,6,106,17.667
Rise Online,2024-04-20 11:00:00+00:00,3,68,22.667
Rise Online,2024-04-20 12:00:00+00:00,3,206,68.667
Rise Online,2024-04-20 13:00:00+00:00,1,75,75.0
Rise Online,2024-04-20 14:00:00+00:00,5,1277,255.4
Rise Online,2024-04-20 15:00:00+00:00,7,2113,301.857
Rise Online,2024-04-20 16:00:00+00:00,7,1188,169.714
Rise Online,2024-04-20 17:00:00+00:00,12,1135,94.583
Rise Online,2024-04-20 18:00:00+00:00,13,1163,89.462
Rise Online,2024-04-20 19:00:00+00:00,8,3910,488.75
Rocket League,2024-04-19 04:00:00+00:00,1,54,54.0
Rocket League,2024-04-19 05:00:00+00:00,0,0,
Rocket League,2024-04-19 06:00:00+00:00,0,0,
Rocket League,2024-04-19 07:00:00+00:00,0,0,
Rocket League,2024-04-19 08:00:00+00:00,0,0,
Rocket League,2024-04-19 09:00:00+00:00,0,0,
Rocket League,2024-04-19 10:00:00+00:00,0,0,
Rocket League,2024-04-19 11:00:00+00:00,0,0,
Rocket League,2024-04-19 12:00:00+00:00,0,0,
Rocket League,2024-04-19 13:00:00+00:00,0,0,
Rocket League,2024-04-19 14:00:00+00:00,0,0,
Rocket League,2024-04-19 15:00:00+00:00,0,0,
Rocket League,2024-04-19 16:00:00+00:00,0,0,
Rocket League,2024-04-19 17:00:00+00:00,0,0,
Rocket League,2024-04-19 18:00:00+00:00,0,0,
Rocket League,2024-04-19 19:00:00+00:00,0,0,
Rocket League,2024-04-19 20:00:00+00:00,0,0,
Rocket League,2024-04-19 21:00:00+00:00,0,0,
Rocket League,2024-04-19 22:00:00+00:00,0,0,
Rocket League,2024-04-19 23:00:00+00:00,0,0,
Rocket League,2024-04-20 00:00:00+00:00,0,0,
Rocket League,2024-04-20 01:00:00+00:00,0,0,
Rocket League,2024-04-20 02:00:00+00:00,0,0,
Rocket League,2024-04-20 03:00:00+00:00,0,0,
Rocket League,2024-04-20 04:00:00+00:00,0,0,
Rocket League,2024-04-20 05:00:00+00:00,0,0,
Rocket League,2024-04-20 06:00:00+00:00,0,0,
Rocket League,2024-04-20 07:00:00+00:00,1,16,16.0
Rocket League,2024-04-20 08:00:00+00:00,0,0,
Rocket League,2024-04-20 09:00:00+00:00,1,25,25.0
Rocket League,2024-04-20 10:00:00+00:00,1,1270,1270.0
Rocket League,2024-04-20 11:00:00+00:00,2,30,15.0
Rocket League,2024-04-20 12:00:00+00:00,1,29,29.0
Rocket League,2024-04-20 13:00:00+00:00,2,158,79.0
Rocket League,2024-04-20 14:00:00+00:00,7,199,28.429
Rocket League,2024-04-20 15:00:00+00:00,2,67,33.5
Rocket League,2024-04-20 16:00:00+00:00,10,274,27.4
Rocket League,2024-04-20 17:00:00+00:00,17,483,28.412
Rocket League,2024-04-20 18:00:00+00:00,34,2620,77.059
Rocket League,2024-04-20 19:00:00+00:00,19,1381,72.684
Rust,2024-04-19 10:00:00+00:00,1,11606,11606.0
Rust,2024-04-19 11:00:00+00:00,0,0,
Rust,2024-04-19 12:00:00+00:00,0,0,
Rust,2024-04-19 13:00:00+00:00,0,0,
Rust,2024-04-19 14:00:00+00:00,0,0,
Rust,2024-04-19 15:00:00+00:00,0,0,
Rust,2024-04-19 16:00:00+00:00,0,0,
Rust,2024-04-19 17:00:00+00:00,0,0,
Rust,2024-04-19 18:00:00+00:00,0,0,
Rust,2024-04-19 19:00:00+00:00,0,0,
Rust,2024-04-19 20:00:00+00:00,0,0,
Rust,2024-04-19 21:00:00+00:00,0,0,
Rust,2024-04-19 22:00:00+00:00,0,0,
Rust,2024-04-19 23:00:00+00:00,0,0,
Rust,2024-04-20 00:00:00+00:00,0,0,
Rust,2024-04-20 01:00:00+00:00,0,0,
Rust,2024-04-20 02:00:00+00:00,1,517,517.0
Rust,2024-04-20 03:00:00+00:00,1,26984,26984.0
Rust,2024-04-20 04:00:00+00:00,1,2806,2806.0
Rust,2024-04-20 05:00:00+00:00,2,4283,2141.5
Rust,2024-04-20 06:00:00+00:00,3,4493,1497.667
Rust,2024-04-20 07:00:00+00:00,3,992,330.667
Rust,2024-04-20 08:00:00+00:00,1,119,119.0
Rust,2024-04-20 09:00:00+00:00,2,6171,3085.5
Rust,2024-04-20 10:00:00+00:00,7,11900,1700.0
Rust,2024-04-20 11:00:00+00:00,2,588,294.0
Rust,2024-04-20 12:00:00+00:00,13,13090,1006.923
Rust,2024-04-20 13:00:00+00:00,11,3929,357.182
Rust,2024-04-20 14:00:00+00:00,13,5389,414.538
Rust,2024-04-20 15:00:00+00:00,8,2871,358.875
Rust,2024-04-20 16:00:00+00:00,9,642,71.333
Rust,2024-04-20 17:00:00+00:00,8,526,65.75
Rust,2024-04-20 18:00:00+00:00,5,4800,960.0
Rust,2024-04-20 19:00:00+00:00,4,281,70.25
SMITE,2024-04-20 04:00:00+00:00,1,67,67.0
SMITE,2024-04-20 05:00:00+00:00,0,0,
SMITE,2024-04-20 06:00:00+00:00,0,0,
SMITE,2024-04-20 07:00:00+00:00,0,0,
SMITE,2024-04-20 08:00:00+00:00,0,0,
SMITE,2024-04-20 09:00:00+00:00,1,157,157.0
SMITE,2024-04-20 10:00:00+00:00,3,715,238.333
SMITE,2024-04-20 11:00:00+00:00,2,132,66.0
SMITE,2024-04-20 12:00:00+00:00,4,93,23.25
SMITE,2024-04-20 13:00:00+00:00,1,4,4.0
SMITE,2024-04-20 14:00:00+00:00,2,5,2.5
SMITE,2024-04-20 15:00:00+00:00,6,1223,203.833
SMITE,2024-04-20 16:00:00+00:00,14,1114,79.571
SMITE,2024-04-20 17:00:00+00:00,25,414,16.56
SMITE,2024-04-20 18:00:00+00:00,26,227,8.731
SMITE,2024-04-20 19:00:00+00:00,10,113,11.3
Sea of Thieves,2024-04-20 09:00:00+00:00,1,2084,2084.0
Sea of Thieves,2024-04-20 10:00:00+00:00,1,13,13.0
Sea of Thieves,2024-04-20 11:00:00+00:00,5,173,34.6
Sea of Thieves,2024-04-20 12:00:00+00:00,9,549,61.0
Sea of Thieves,2024-04-20 13:00:00+00:00,7,495,70.714
Sea of Thieves,2024-04-20 14:00:00+00:00,5,359,71.8
Sea of Thieves,2024-04-20 15:00:00+00:00,7,444,63.429
Sea of Thieves,2024-04-20 16:00:00+00:00,18,713,39.611
Sea of Thieves,2024-04-20 17:00:00+00:00,16,990,61.875
Sea of Thieves,2024-04-20 18:00:00+00:00,22,644,29.273
Sea of Thieves,2024-04-20 19:00:00+00:00,7,145,20.714
Sketchy's Contract,2024-04-20 13:00:00+00:00,1,570,570.0
Sketchy's Contract,2024-04-20 14:00:00+00:00,1,383,383.0
Sketchy's Contract,2024-04-20 15:00:00+00:00,1,1118,1118.0
Sketchy's Contract,2024-04-20 16:00:00+00:00,1,40,40.0
Sketchy's Contract,2024-04-20 17:00:00+00:00,5,7804,1560.8
Sketchy's Contract,2024-04-20 18:00:00+00:00,1,219,219.0
Sketchy's Contract,2024-04-20 19:00:00+00:00,1,4,4.0
Slay the Spire,2024-04-20 03:00:00+00:00,1,4,4.0
Slay the Spire,2024-04-20 04:00:00+00:00,0,0,
Slay the Spire,2024-04-20 05:00:00+00:00,0,0,
Slay the Spire,2024-04-20 06:00:00+00:00,0,0,
Slay the Spire,2024-04-20 07:00:00+00:00,1,10,10.0
Slay the Spire,2024-04-20 08:00:00+00:00,0,0,
Slay the Spire,2024-04-20 09:00:00+00:00,0,0,
Slay the Spire,2024-04-20 10:00:00+00:00,0,0,
Slay the Spire,2024-04-20 11:00:00+00:00,0,0,
Slay the Spire,2024-04-20 12:00:00+00:00,0,0,
Slay the Spire,2024-04-20 13:00:00+00:00,1,3171,3171.0
Slay the Spire,2024-04-20 14:00:00+00:00,0,0,
Slay the Spire,2024-04-20 15:00:00+00:00,2,308,154.0
Slay the Spire,2024-04-20 16:00:00+00:00,3,2056,685.333
Slay the Spire,2024-04-20 17:00:00+00:00,5,47,9.4
Slay the Spire,2024-04-20 18:00:00+00:00,7,1574,224.857
Slay the Spire,2024-04-20 19:00:00+00:00,9,20,2.222
Slots,2024-04-19 10:00:00+00:00,1,1,1.0
Slots,2024-04-19 11:00:00+00:00,0,0,
Slots,2024-04-19 12:00:00+00:00,0,0,
Slots,2024-04-19 13:00:00+00:00,3,209,69.667
Slots,2024-04-19 14:00:00+00:00,1,30,30.0
Slots,2024-04-19 15:00:00+00:00,0,0,
Slots,2024-04-19 16:00:00+00:00,0,0,
Slots,2024-04-19 17:00:00+00:00,0,0,
Slots,2024-04-19 18:00:00+00:00,0,0,
Slots,2024-04-19 19:00:00+00:00,0,0,
Slots,2024-04-19 20:00:00+00:00,0,0,
Slots,2024-04-19 21:00:00+00:00,0,0,
Slots,2024-04-19 22:00:00+00:00,0,0,
Slots,2024-04-19 23:00:00+00:00,0,0,
Slots,2024-04-20 00:00:00+00:00,0,0,
Slots,2024-04-20 01:00:00+00:00,0,0,
Slots,2024-04-20 02:00:00+00:00,0,0,
Slots,2024-04-20 03:00:00+00:00,0,0,
Slots,2024-04-20 04:00:00+00:00,0,0,
Slots,2024-04-20 05:00:00+00:00,0,0,
Slots,2024-04-20 06:00:00+00:00,0,0,
Slots,2024-04-20 07:00:00+00:00,1,1870,1870.0
Slots,2024-04-20 08:00:00+00:00,0,0,
Slots,2024-04-20 09:00:00+00:00,1,1,1.0
Slots,2024-04-20 10:00:00+00:00,0,0,
Slots,2024-04-20 11:00:00+00:00,0,0,
Slots,2024-04-20 12:00:00+00:00,3,1964,654.667
Slots,2024-04-20 13:00:00+00:00,2,2250,1125.0
Slots,2024-04-20 14:00:00+00:00,5,545,109.0
Slots,2024-04-20 15:00:00+00:00,6,981,163.5
Slots,2024-04-20 16:00:00+00:00,5,129,25.8
Slots,2024-04-20 17:00:00+00:00,16,1330,83.125
Slots,2024-04-20 18:00:00+00:00,24,3797,158.208
Slots,2024-04-20 19:00:00+00:00,32,8983,280.719
Special Events,2024-04-19 09:00:00+00:00,1,16,16.0
Special Events,2024-04-19 10:00:00+00:00,0,0,
Special Events,2024-04-19 11:00:00+00:00,0,0,
Special Events,2024-04-19 12:00:00+00:00,0,0,
Special Events,2024-04-19 13:00:00+00:00,1,33,33.0
Special Events,2024-04-19 14:00:00+00:00,0,0,
Special Events,2024-04-19 15:00:00+00:00,0,0,
Special Events,2024-04-19 16:00:00+00:00,1,81,81.0
Special Events,2024-04-19 17:00:00+00:00,0,0,
Special Events,2024-04-19 18:00:00+00:00,0,0,
Special Events,2024-04-19 19:00:00+00:00,0,0,
Special Events,2024-04-19 20:00:00+00:00,0,0,
Special Events,2024-04-19 21:00:00+00:00,1,42,42.0
Special Events,2024-04-19 22:00:00+00:00,0,0,
Special Events,2024-04-19 23:00:00+00:00,1,20,20.0
Special Events,2024-04-20 00:00:00+00:00,0,0,
Special Events,2024-04-20 01:00:00+00:00,0,0,
Special Events,2024-04-20 02:00:00+00:00,0,0,
Special Events,2024-04-20 03:00:00+00:00,0,0,
Special Events,2024-04-20 04:00:00+00:00,1,23,23.0
Special Events,2024-04-20 05:00:00+00:00,0,0,
Special Events,2024-04-20 06:00:00+00:00,0,0,
Special Events,2024-04-20 07:00:00+00:00,2,82,41.0
Special Events,2024-04-20 08:00:00+00:00,3,288,96.0
Special Events,2024-04-20 09:00:00+00:00,2,266,133.0
Special Events,2024-04-20 10:00:00+00:00,4,136,34.0
Special Events,2024-04-20 11:00:00+00:00,1,95,95.0
Special Events,2024-04-20 12:00:00+00:00,4,9195,2298.75
Special Events,2024-04-20 13:00:00+00:00,8,1741,217.625
Special Events,2024-04-20 14:00:00+00:00,8,812,101.5
Special Events,2024-04-20 15:00:00+00:00,11,1673,152.091
Special Events,2024-04-20 16:00:00+00:00,13,545,41.923
Special Events,2024-04-20 17:00:00+00:00,12,329,27.417
Special Events,2024-04-20 18:00:00+00:00,15,1282,85.467
Special Events,2024-04-20 19:00:00+00:00,10,491,49.1
Sports,2024-04-18 19:00:00+00:00,1,12,12.0
Sports,2024-04-18 20:00:00+00:00,1,49,49.0
Sports,2024-04-18 21:00:00+00:00,0,0,
Sports,2024-04-18 22:00:00+00:00,0,0,
Sports,2024-04-18 23:00:00+00:00,0,0,
Sports,2024-04-19 00:00:00+00:00,0,0,
Sports,2024-04-19 01:00:00+00:00,0,0,
Sports,2024-04-19 02:00:00+00:00,0,0,
Sports,2024-04-19 03:00:00+00:00,0,0,
Sports,2024-04-19 04:00:00+00:00,0,0,
Sports,2024-04-19 05:00:00+00:00,1,12,12.0
Sports,2024-04-19 06:00:00+00:00,0,0,
Sports,2024-04-19 07:00:00+00:00,0,0,
Sports,2024-04-19 08:00:00+00:00,0,0,
Sports,2024-04-19 09:00:00+00:00,0,0,
Sports,2024-04-19 10:00:00+00:00,1,28,28.0
Sports,2024-04-19 11:00:00+00:00,0,0,
Sports,2024-04-19 12:00:00+00:00,0,0,
Sports,2024-04-19 13:00:00+00:00,0,0,
Sports,2024-04-19 14:00:00+00:00,0,0,
Sports,2024-04-19 15:00:00+00:00,0,0,
Sports,2024-04-19 16:00:00+00:00,0,0,
Sports,2024-04-19 17:00:00+00:00,0,0,
Sports,2024-04-19 18:00:00+00:00,0,0,
Sports,2024-04-19 19:00:00+00:00,0,0,
Sports,2024-04-19 20:00:00+00:00,0,0,
Sports,2024-04-19 21:00:00+00:00,0,0,
Sports,2024-04-19 22:00:00+00:00,0,0,
Sports,2024-04-19 23:00:00+00:00,0,0,
Sports,2024-04-20 00:00:00+00:00,0,0,
Sports,2024-04-20 01:00:00+00:00,0,0,
Sports,2024-04-20 02:00:00+00:00,0,0,
Sports,2024-04-20 03:00:00+00:00,1,14,14.0
Sports,2024-04-20 04:00:00+00:00,0,0,
Sports,2024-04-20 05:00:00+00:00,1,14,14.0
Sports,2024-04-20 06:00:00+00:00,0,0,
Sports,2024-04-20 07:00:00+00:00,2,65,32.5
Sports,2024-04-20 08:00:00+00:00,0,0,
Sports,2024-04-20 09:00:00+00:00,0,0,
Sports,2024-04-20 10:00:00+00:00,2,14,7.0
Sports,2024-04-20 11:00:00+00:00,0,0,
Sports,2024-04-20 12:00:00+00:00,0,0,
Sports,2024-04-20 13:00:00+00:00,8,159972,19996.5
Sports,2024-04-20 14:00:00+00:00,5,2983,596.6
Sports,2024-04-20 15:00:00+00:00,12,1778,148.167
Sports,2024-04-20 16:00:00+00:00,8,394,49.25
Sports,2024-04-20 17:00:00+00:00,13,1352,104.0
Sports,2024-04-20 18:00:00+00:00,25,4729,189.16
Sports,2024-04-20 19:00:00+00:00,17,1787,105.118
Star Citizen,2024-04-18 20:00:00+00:00,1,39,39.0
Star Citizen,2024-04-18 21:00:00+00:00,0,0,
Star Citizen,2024-04-18 22:00:00+00:00,1,41,41.0
Star Citizen,2024-04-18 23:00:00+00:00,0,0,
Star Citizen,2024-04-19 00:00:00+00:00,0,0,
Star Citizen,2024-04-19 01:00:00+00:00,0,0,
Star Citizen,2024-04-19 02:00:00+00:00,0,0,
Star Citizen,2024-04-19 03:00:00+00:00,0,0,
Star Citizen,2024-04-19 04:00:00+00:00,0,0,
Star Citizen,2024-04-19 05:00:00+00:00,0,0,
Star Citizen,2024-04-19 06:00:00+00:00,0,0,
Star Citizen,2024-04-19 07:00:00+00:00,0,0,
Star Citizen,2024-04-19 08:00:00+00:00,0,0,
Star Citizen,2024-04-19 09:00:00+00:00,0,0,
Star Citizen,2024-04-19 10:00:00+00:00,0,0,
Star Citizen,2024-04-19 11:00:00+00:00,0,0,
Star Citizen,2024-04-19 12:00:00+00:00,0,0,
Star Citizen,2024-04-19 13:00:00+00:00,0,0,
Star Citizen,2024-04-19 14:00:00+00:00,0,0,
Star Citizen,2024-04-19 15:00:00+00:00,0,0,
Star Citizen,2024-04-19 16:00:00+00:00,0,0,
Star Citizen,2024-04-19 17:00:00+00:00,0,0,
Star Citizen,2024-04-19 18:00:00+00:00,1,1,1.0
Star Citizen,2024-04-19 19:00:00+00:00,0,0,
Star Citizen,2024-04-19 20:00:00+00:00,0,0,
Star Citizen,2024-04-19 21:00:00+00:00,0,0,
Star Citizen,2024-04-19 22:00:00+00:00,0,0,
Star Citizen,2024-04-19 23:00:00+00:00,0,0,
Star Citizen,2024-04-20 00:00:00+00:00,0,0,
Star Citizen,2024-04-20 01:00:00+00:00,1,187,187.0
Star Citizen,2024-04-20 02:00:00+00:00,0,0,
Star Citizen,2024-04-20 03:00:00+00:00,0,0,
Star Citizen,2024-04-20 04:00:00+00:00,0,0,
Star Citizen,2024-04-20 05:00:00+00:00,0,0,
Star Citizen,2024-04-20 06:00:00+00:00,0,0,
Star Citizen,2024-04-20 07:00:00+00:00,0,0,
Star Citizen,2024-04-20 08:00:00+00:00,0,0,
Star Citizen,2024-04-20 09:00:00+00:00,0,0,
Star Citizen,2024-04-20 10:00:00+00:00,1,47,47.0
Star Citizen,2024-04-20 11:00:00+00:00,0,0,
Star Citizen,2024-04-20 12:00:00+00:00,3,11,3.667
Star Citizen,2024-04-20 13:00:00+00:00,1,2531,2531.0
Star Citizen,2024-04-20 14:00:00+00:00,5,159,31.8
Star Citizen,2024-04-20 15:00:00+00:00,7,294,42.0
Star Citizen,2024-04-20 16:00:00+00:00,13,814,62.615
Star Citizen,2024-04-20 17:00:00+00:00,19,850,44.737
Star Citizen,2024-04-20 18:00:00+00:00,30,573,19.1
Star Citizen,2024-04-20 19:00:00+00:00,15,60,4.0
StarCraft II,2024-04-20 10:00:00+00:00,1,1,1.0
StarCraft II,2024-04-20 11:00:00+00:00,0,0,
StarCraft II,2024-04-20 12:00:00+00:00,1,1,1.0
StarCraft II,2024-04-20 13:00:00+00:00,2,143,71.5
StarCraft II,2024-04-20 14:00:00+00:00,2,66,33.0
StarCraft II,2024-04-20 15:00:00+00:00,6,57,9.5
StarCraft II,2024-04-20 16:00:00+00:00,9,65,7.222
StarCraft II,2024-04-20 17:00:00+00:00,20,1584,79.2
StarCraft II,2024-04-20 18:00:00+00:00,10,122,12.2
StarCraft II,2024-04-20 19:00:00+00:00,22,514,23.364
Stardew Valley,2024-04-19 15:00:00+00:00,1,34,34.0
Stardew Valley,2024-04-19 16:00:00+00:00,0,0,
Stardew Valley,2024-04-19 17:00:00+00:00,0,0,
Stardew Valley,2024-04-19 18:00:00+00:00,0,0,
Stardew Valley,2024-04-19 19:00:00+00:00,0,0,
Stardew Valley,2024-04-19 20:00:00+00:00,0,0,
Stardew Valley,2024-04-19 21:00:00+00:00,1,11,11.0
Stardew Valley,2024-04-19 22:00:00+00:00,1,12,12.0
Stardew Valley,2024-04-19 23:00:00+00:00,0,0,
Stardew Valley,2024-04-20 00:00:00+00:00,0,0,
Stardew Valley,2024-04-20 01:00:00+00:00,0,0,
Stardew Valley,2024-04-20 02:00:00+00:00,0,0,
Stardew Valley,2024-04-20 03:00:00+00:00,0,0,
Stardew Valley,2024-04-20 04:00:00+00:00,0,0,
Stardew Valley,2024-04-20 05:00:00+00:00,0,0,
Stardew Valley,2024-04-20 06:00:00+00:00,0,0,
Stardew Valley,2024-04-20 07:00:00+00:00,0,0,
Stardew Valley,2024-04-20 08:00:00+00:00,0,0,
Stardew Valley,2024-04-20 09:00:00+00:00,0,0,
Stardew Valley,2024-04-20 10:00:00+00:00,0,0,
Stardew Valley,2024-04-20 11:00:00+00:00,2,85,42.5
Stardew Valley,2024-04-20 12:00:00+00:00,3,116,38.667
Stardew Valley,2024-04-20 13:00:00+00:00,1,53,53.0
Stardew Valley,2024-04-20 14:00:00+00:00,8,316,39.5
Stardew Valley,2024-04-20 15:00:00+00:00,16,1175,73.438
Stardew Valley,2024-04-20 16:00:00+00:00,12,1537,128.083
Stardew Valley,2024-04-20 17:00:00+00:00,23,3565,155.0
Stardew Valley,2024-04-20 18:00:00+00:00,27,1141,42.259
Stardew Valley,2024-04-20 19:00:00+00:00,5,117,23.4
State of Decay 2,2024-04-20 15:00:00+00:00,1,1,1.0
State of Decay 2,2024-04-20 16:00:00+00:00,8,37,4.625
State of Decay 2,2024-04-20 17:00:00+00:00,4,12,3.0
State of Decay 2,2024-04-20 18:00:00+00:00,4,8,2.0
State of Decay 2,2024-04-20 19:00:00+00:00,16,23,1.438
Street Fighter 6,2024-04-20 05:00:00+00:00,1,5,5.0
Street Fighter 6,2024-04-20 06:00:00+00:00,0,0,
Street Fighter 6,2024-04-20 07:00:00+00:00,0,0,
Street Fighter 6,2024-04-20 08:00:00+00:00,2,4,2.0
Street Fighter 6,2024-04-20 09:00:00+00:00,0,0,
Street Fighter 6,2024-04-20 10:00:00+00:00,0,0,
Street Fighter 6,2024-04-20 11:00:00+00:00,3,147,49.0
Street Fighter 6,2024-04-20 12:00:00+00:00,3,1600,533.333
Street Fighter 6,2024-04-20 13:00:00+00:00,5,1625,325.0
Street Fighter 6,2024-04-20 14:00:00+00:00,8,1664,208.0
Street Fighter 6,2024-04-20 15:00:00+00:00,6,185,30.833
Street Fighter 6,2024-04-20 16:00:00+00:00,10,263,26.3
Street Fighter 6,2024-04-20 17:00:00+00:00,24,1536,64.0
Street Fighter 6,2024-04-20 18:00:00+00:00,19,201,10.579
Street Fighter 6,2024-04-20 19:00:00+00:00,13,52,4.0
Suck Up!,2024-04-19 13:00:00+00:00,1,23,23.0
Suck Up!,2024-04-19 14:00:00+00:00,0,0,
Suck Up!,2024-04-19 15:00:00+00:00,0,0,
Suck Up!,2024-04-19 16:00:00+00:00,0,0,
Suck Up!,2024-04-19 17:00:00+00:00,0,0,
Suck Up!,2024-04-19 18:00:00+00:00,0,0,
Suck Up!,2024-04-19 19:00:00+00:00,0,0,
Suck Up!,2024-04-19 20:00:00+00:00,0,0,
Suck Up!,2024-04-19 21:00:00+00:00,0,0,
Suck Up!,2024-04-19 22:00:00+00:00,0,0,
Suck Up!,2024-04-19 23:00:00+00:00,0,0,
Suck Up!,2024-04-20 00:00:00+00:00,0,0,
Suck Up!,2024-04-20 01:00:00+00:00,0,0,
Suck Up!,2024-04-20 02:00:00+00:00,0,0,
Suck Up!,2024-04-20 03:00:00+00:00,0,0,
Suck Up!,2024-04-20 04:00:00+00:00,0,0,
Suck Up!,2024-04-20 05:00:00+00:00,0,0,
Suck Up!,2024-04-20 06:00:00+00:00,0,0,
Suck Up!,2024-04-20 07:00:00+00:00,0,0,
Suck Up!,2024-04-20 08:00:00+00:00,0,0,
Suck Up!,2024-04-20 09:00:00+00:00,0,0,
Suck Up!,2024-04-20 10:00:00+00:00,0,0,
Suck Up!,2024-04-20 11:00:00+00:00,0,0,
Suck Up!,2024-04-20 12:00:00+00:00,0,0,
Suck Up!,2024-04-20 13:00:00+00:00,0,0,
Suck Up!,2024-04-20 14:00:00+00:00,0,0,
Suck Up!,2024-04-20 15:00:00+00:00,0,0,
Suck Up!,2024-04-20 16:00:00+00:00,3,32219,10739.667
